Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_51_431.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_51_463.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_51_479.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_51_496.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_51_530.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_51_531.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_51_563.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_51_580.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_51_596.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_51_630.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_51_631.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_51_662.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_51_679.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_51_713.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_51_715.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_51_746.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_51_763.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_51_796.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_51_814.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_51_830.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_51_862.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_51_880.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_51_912.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_51_930.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_51_946.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_51_980.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_51_981.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_52_012.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_52_029.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_52_063.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_52_064.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_52_096.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_52_113.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_52_146.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_52_148.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_52_180.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_52_196.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_52_213.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_52_246.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_52_247.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_52_280.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_52_296.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_52_329.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_52_330.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_52_364.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_52_379.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_52_413.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_52_429.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_52_463.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_52_464.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_52_497.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_52_513.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_52_546.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_52_562.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_52_580.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_52_596.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_52_629.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_52_646.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_52_679.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_52_680.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_52_713.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_52_729.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_52_762.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_52_764.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_52_797.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_52_813.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_52_846.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_52_862.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_52_896.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_52_897.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_52_929.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_52_946.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_52_979.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_52_980.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_53_012.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_53_029.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_53_062.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_53_064.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_53_096.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_53_112.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_53_145.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_53_162.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_53_196.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_53_197.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_53_229.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_53_246.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_53_280.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_53_281.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_53_313.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_53_329.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_53_363.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_53_364.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_53_396.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_53_413.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_53_429.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_53_462.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_53_464.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_53_496.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_53_513.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_53_529.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_53_546.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_53_580.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_53_596.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_53_629.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_53_630.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_53_662.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_53_679.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_53_696.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_53_729.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_53_731.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_53_763.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_53_779.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_53_796.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_53_812.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_53_846.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_53_847.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_53_879.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_53_896.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_53_912.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_53_931.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_53_946.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_53_979.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_53_996.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_54_012.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_54_028.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_54_062.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_54_062.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_54_095.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_54_112.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_54_146.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_54_147.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_54_180.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_54_196.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_54_229.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_54_231.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_54_263.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_54_279.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_54_313.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_54_315.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_54_346.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_54_362.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_54_395.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_54_397.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_54_429.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_54_446.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_54_462.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_54_496.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_54_497.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_54_529.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_54_546.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_54_579.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_54_580.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_54_612.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_54_628.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_54_645.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
D:\MS - ISU Stuff\Coursework\ME592\SIm App Data\IMG\robocam_2024_03_25_17_36_54_679.jpg;0;0;0;0;115.24;150.437;359.5741;81.39822;0.1050905
